"CBSA"t"CBSA Code"t"Year"t"Days with AQI"t"Good Days"t"Moderate Days"t"Unhealthy for Sensitive Groups Days"t"Unhealthy Days"t"Very Unhealthy Days"t"Hazardous Days"t"Max AQI"t"90th Percentile AQI"t"Median AQI"t"Days CO"t"Days NO2"t"Days Ozone"t"Days PM2.5"t"Days PM10"
"Aberdeent SD"t"10100"t2019t122t112t10t0t0t0t0t77t42t20t0t0t0t111t11
"Aberdeent WA"t"10140"t2019t352t348t4t0t0t0t0t57t35t20t0t0t0t352t0
"Adjuntast PR"t"10260"t2019t117t108t9t0t0t0t0t66t44t18t0t0t0t117t0
"Adriant MI"t"10300"t2019t358t286t72t0t0t0t0t90t58t39t0t0t192t166t0
"Akront OH"t"10420"t2019t364t277t84t3t0t0t0t115t61t43t0t0t180t184t0
"Albanyt GA"t"10500"t2019t356t236t118t2t0t0t0t107t63t40t0t0t0t356t0
"Albanyt OR"t"10540"t2019t365t280t83t2t0t0t0t104t62t28t0t0t0t365t0
"Albany-Schenectady-Troyt NY"t"10580"t2019t365t322t43t0t0t0t0t92t53t37t0t0t254t111t0
"Albuquerquet NM"t"10740"t2019t365t161t200t4t0t0t0t108t77t53t0t0t252t66t47
"Alexandriat LA"t"10780"t2019t119t107t12t0t0t0t0t71t52t30t0t0t0t119t0
"Allentown-Bethlehem-Eastont PA-NJ"t"10900"t2019t365t275t86t4t0t0t0t119t64t42t0t13t224t128t0
"Altoonat PA"t"11020"t2019t352t279t73t0t0t0t0t92t60t41t0t0t211t141t0
"Amarillot TX"t"11100"t2019t365t285t78t2t0t0t0t112t61t41t0t0t332t33t0
"Americust GA"t"11140"t2019t238t211t27t0t0t0t0t97t54t39t0t0t238t0t0
"Anchoraget AK"t"11260"t2019t365t262t91t8t4t0t0t160t71t31t5t0t0t255t105
"Ann Arbort MI"t"11460"t2019t365t294t71t0t0t0t0t88t58t39t0t0t243t122t0
"Appletont WI"t"11540"t2019t365t307t56t2t0t0t0t119t58t36t0t0t176t189t0
"Ardmoret OK"t"11620"t2019t365t285t80t0t0t0t0t97t58t43t0t0t218t147t0
"Arkadelphiat AR"t"11660"t2019t355t347t8t0t0t0t0t67t46t32t0t0t355t0t0
"Ashevillet NC"t"11700"t2019t365t288t77t0t0t0t0t97t61t44t0t0t227t138t0
"Ashtabulat OH"t"11780"t2019t245t221t23t1t0t0t0t112t50t39t0t0t245t0t0
"Athenst OH"t"11900"t2019t120t116t4t0t0t0t0t56t43t25t0t0t0t120t0
"Athenst TN"t"11940"t2019t357t316t41t0t0t0t0t65t51t30t0t0t0t357t0
"Athens-Clarke Countyt GA"t"12020"t2019t365t245t120t0t0t0t0t87t61t44t0t0t136t229t0
"Atlanta-Sandy Springs-Roswellt GA"t"12060"t2019t365t162t184t18t1t0t0t172t87t52t0t9t171t185t0
"Atlantic City-Hammontont NJ"t"12100"t2019t365t328t36t1t0t0t0t105t51t37t0t0t262t103t0
"Augusta-Richmond Countyt GA-SC"t"12260"t2019t365t231t132t2t0t0t0t101t64t45t0t0t161t204t0
"Augusta-Watervillet ME"t"12300"t2019t361t356t5t0t0t0t0t67t44t28t0t129t211t21t0
"Austin-Round Rockt TX"t"12420"t2019t365t249t114t2t0t0t0t115t63t44t0t7t178t180t0
"Bakersfieldt CA"t"12540"t2019t365t119t151t87t6t1t1t548t122t67t0t2t260t73t30
"Baltimore-Columbia-Towsont MD"t"12580"t2019t365t223t129t13t0t0t0t150t80t46t0t19t248t98t0
"Bangort ME"t"12620"t2019t362t349t13t0t0t0t0t72t45t31t0t0t207t147t8
"Baraboot WI"t"12660"t2019t365t311t53t1t0t0t0t107t54t35t0t0t175t190t0
"Barnstable Townt MA"t"12700"t2019t359t348t11t0t0t0t0t93t45t36t0t0t356t3t0
"Baton Rouget LA"t"12940"t2019t365t224t132t9t0t0t0t119t75t45t0t6t176t183t0
"Bay Cityt MI"t"13020"t2019t316t288t28t0t0t0t0t83t46t26t0t0t0t316t0
"Beaumont-Port Arthurt TX"t"13140"t2019t365t254t105t6t0t0t0t150t66t43t0t0t206t159t0
"Beaver Damt WI"t"13180"t2019t365t297t67t1t0t0t0t122t57t40t0t0t260t105t0
"Bellinghamt WA"t"13380"t2019t363t355t8t0t0t0t0t62t38t26t0t0t143t220t0
"Bemidjit MN"t"13420"t2019t352t332t18t1t1t0t0t181t42t20t0t0t0t352t0
"Bend-Redmondt OR"t"13460"t2019t365t341t19t4t1t0t0t153t43t20t0t0t0t365t0
"Benningtont VT"t"13540"t2019t365t345t20t0t0t0t0t94t46t35t0t0t312t53t0
"Berlint NH-VT"t"13620"t2019t324t314t10t0t0t0t0t64t47t40t0t0t304t20t0
"Billingst MT"t"13740"t2019t292t287t4t0t1t0t0t157t35t23t0t0t0t292t0
"Birmingham-Hoovert AL"t"13820"t2019t365t156t194t15t0t0t0t150t79t53t0t2t129t233t1
"Bishopt CA"t"13860"t2019t365t232t121t6t2t1t3t638t84t47t0t0t319t14t32
"Bismarckt ND"t"13900"t2019t365t320t45t0t0t0t0t90t53t36t0t4t284t77t0
"Blacksburg-Christiansburg-Radfordt VA"t"13980"t2019t344t315t29t0t0t0t0t84t50t40t0t0t344t0t0
"Bloomingtont IL"t"14010"t2019t364t256t108t0t0t0t0t100t61t44t0t0t174t190t0
"Bloomingtont IN"t"14020"t2019t363t291t72t0t0t0t0t87t57t42t0t0t222t141t0
"Boise Cityt ID"t"14260"t2019t365t248t114t2t1t0t0t165t67t44t0t4t162t186t13
"Boston-Cambridge-Newtont MA-NH"t"14460"t2019t365t291t73t1t0t0t0t122t58t43t0t15t210t140t0
"Bouldert CO"t"14500"t2019t365t227t133t5t0t0t0t119t74t47t0t0t269t96t0
"Bowling Greent KY"t"14540"t2019t365t268t97t0t0t0t0t77t58t43t0t0t212t153t0
"Bozemant MT"t"14580"t2019t365t337t28t0t0t0t0t91t47t25t4t22t0t339t0
"Brainerdt MN"t"14660"t2019t359t328t29t2t0t0t0t125t46t29t0t0t171t188t0
"Bransont MO"t"14700"t2019t120t117t3t0t0t0t0t54t35t20t0t0t0t120t0
"Bremerton-Silverdalet WA"t"14740"t2019t340t338t2t0t0t0t0t75t35t18t0t0t0t340t0
"Bridgeport-Stamford-Norwalkt CT"t"14860"t2019t365t262t82t18t3t0t0t161t77t43t0t9t186t169t1
"Brookingst SD"t"15100"t2019t365t284t76t5t0t0t0t126t64t42t0t0t329t23t13
"Brownsville-Harlingent TX"t"15180"t2019t365t236t129t0t0t0t0t89t62t44t0t0t128t237t0
"Brunswickt GA"t"15260"t2019t279t254t25t0t0t0t0t80t50t36t0t0t224t55t0
"Buffalo-Cheektowaga-Niagara Fallst NY"t"15380"t2019t365t308t57t0t0t0t0t93t54t39t0t21t241t103t0
"Burlington-South Burlingtont VT"t"15540"t2019t365t335t30t0t0t0t0t80t49t37t0t0t283t82t0
"Butte-Silver Bowt MT"t"15580"t2019t363t319t44t0t0t0t0t91t55t20t0t0t0t191t172
"Cadillact MI"t"15620"t2019t365t330t35t0t0t0t0t74t50t36t0t0t314t51t0
"Cambridget MD"t"15700"t2019t365t304t58t3t0t0t0t126t55t41t0t0t329t36t0
"Canton-Massillont OH"t"15940"t2019t365t226t139t0t0t0t0t100t67t46t0t0t164t201t0
"Cape Coral-Fort Myerst FL"t"15980"t2019t365t328t36t1t0t0t0t108t51t36t0t0t251t110t4
"Carlsbad-Artesiat NM"t"16100"t2019t365t212t134t17t2t0t0t174t90t47t0t1t363t1t0
"Carson Cityt NV"t"16180"t2019t365t308t57t0t0t0t0t97t58t41t0t0t300t65t0
"Caspert WY"t"16220"t2019t364t329t35t0t0t0t0t74t50t42t0t1t360t3t0
"Ca¤on Cityt CO"t"15860"t2019t32t32t0t0t0t0t0t29t23t13t0t0t0t0t32
"Cedar Cityt UT"t"16260"t2019t365t329t36t0t0t0t0t84t50t42t0t20t323t22t0
"Cedar Rapidst IA"t"16300"t2019t365t287t78t0t0t0t0t84t60t39t0t0t178t187t0
