"CBSA"t"CBSA Code"t"Year"t"Days with AQI"t"Good Days"t"Moderate Days"t"Unhealthy for Sensitive Groups Days"t"Unhealthy Days"t"Very Unhealthy Days"t"Hazardous Days"t"Max AQI"t"90th Percentile AQI"t"Median AQI"t"Days CO"t"Days NO2"t"Days Ozone"t"Days PM2.5"t"Days PM10"
"Aberdeent SD"t"10100"t2015t121t114t7t0t0t0t0t94t45t24t0t0t0t115t6
"Aberdeent WA"t"10140"t2015t343t330t13t0t0t0t0t64t38t22t0t0t0t343t0
"Adjuntast PR"t"10260"t2015t91t85t6t0t0t0t0t59t41t20t0t0t0t91t0
"Adriant MI"t"10300"t2015t348t276t72t0t0t0t0t91t62t42t0t0t138t210t0
"Akront OH"t"10420"t2015t365t177t187t1t0t0t0t135t75t52t3t0t53t309t0
"Albanyt GA"t"10500"t2015t365t230t134t1t0t0t0t115t65t42t0t0t0t365t0
"Albanyt OR"t"10540"t2015t365t307t53t2t3t0t0t179t56t23t0t0t0t365t0
"Albany-Schenectady-Troyt NY"t"10580"t2015t365t295t68t2t0t0t0t107t56t38t0t0t257t108t0
"Albuquerquet NM"t"10740"t2015t365t201t160t4t0t0t0t108t74t49t0t3t262t52t48
"Alexandriat LA"t"10780"t2015t118t106t12t0t0t0t0t65t51t27t0t0t0t118t0
"Allentown-Bethlehem-Eastont PA-NJ"t"10900"t2015t365t184t175t6t0t0t0t119t79t50t0t16t139t210t0
"Altoonat PA"t"11020"t2015t365t236t127t2t0t0t0t108t67t44t0t0t150t215t0
"Amarillot TX"t"11100"t2015t365t303t61t1t0t0t0t128t58t42t0t0t333t32t0
"Americust GA"t"11140"t2015t245t236t8t1t0t0t0t129t48t34t0t0t245t0t0
"Amest IA"t"11180"t2015t213t202t11t0t0t0t0t77t48t36t0t0t213t0t0
"Anchoraget AK"t"11260"t2015t365t264t90t10t1t0t0t154t76t35t1t0t130t170t64
"Ann Arbort MI"t"11460"t2015t365t272t93t0t0t0t0t99t63t42t0t0t197t168t0
"Appletont WI"t"11540"t2015t362t297t65t0t0t0t0t98t60t38t0t0t161t201t0
"Ardmoret OK"t"11620"t2015t283t253t29t0t1t0t0t152t51t25t0t0t0t283t0
"Arkadelphiat AR"t"11660"t2015t320t305t15t0t0t0t0t87t45t33t0t0t320t0t0
"Ashevillet NC"t"11700"t2015t363t282t80t1t0t0t0t101t64t42t0t0t185t178t0
"Ashtabulat OH"t"11780"t2015t210t168t39t3t0t0t0t143t67t41t0t0t210t0t0
"Athenst OH"t"11900"t2015t57t50t7t0t0t0t0t67t54t28t0t0t0t57t0
"Athenst TN"t"11940"t2015t110t92t18t0t0t0t0t63t54t32t0t0t0t110t0
"Athens-Clarke Countyt GA"t"12020"t2015t358t302t56t0t0t0t0t97t54t38t0t0t148t210t0
"Atlanta-Sandy Springs-Roswellt GA"t"12060"t2015t365t140t209t14t2t0t0t172t89t55t0t4t127t234t0
"Atlantic City-Hammontont NJ"t"12100"t2015t360t313t45t2t0t0t0t122t57t37t0t0t322t38t0
"Augusta-Richmond Countyt GA-SC"t"12260"t2015t365t275t89t1t0t0t0t105t58t41t0t0t225t140t0
"Augusta-Watervillet ME"t"12300"t2015t237t223t14t0t0t0t0t93t47t35t0t0t208t20t9
"Austin-Round Rockt TX"t"12420"t2015t365t239t116t10t0t0t0t150t74t44t0t28t197t140t0
"Bakersfieldt CA"t"12540"t2015t365t44t199t93t28t1t0t201t146t84t0t1t231t129t4
"Baltimore-Columbia-Towsont MD"t"12580"t2015t365t177t173t14t1t0t0t156t87t51t0t28t171t166t0
"Bangort ME"t"12620"t2015t364t304t60t0t0t0t0t100t54t37t0t0t199t165t0
"Baraboot WI"t"12660"t2015t364t311t53t0t0t0t0t96t55t36t0t0t176t183t5
"Barnstable Townt MA"t"12700"t2015t317t294t19t4t0t0t0t122t48t34t0t0t286t31t0
"Baton Rouget LA"t"12940"t2015t365t162t186t15t2t0t0t156t80t52t0t1t140t224t0
"Bay Cityt MI"t"13020"t2015t361t304t57t0t0t0t0t80t56t33t0t0t0t361t0
"Beaumont-Port Arthurt TX"t"13140"t2015t365t249t106t9t1t0t0t164t71t43t0t0t212t153t0
"Beaver Damt WI"t"13180"t2015t365t297t67t1t0t0t0t101t58t38t0t0t275t89t1
"Beckleyt WV"t"13220"t2015t25t25t0t0t0t0t0t42t40t24t0t0t0t25t0
"Bellinghamt WA"t"13380"t2015t331t310t21t0t0t0t0t89t44t30t0t0t130t201t0
"Bemidjit MN"t"13420"t2015t362t348t12t2t0t0t0t131t38t17t0t0t0t362t0
"Bend-Redmondt OR"t"13460"t2015t365t312t47t5t1t0t0t160t58t33t0t0t130t235t0
"Benningtont VT"t"13540"t2015t365t318t47t0t0t0t0t97t52t37t0t0t278t87t0
"Berlint NH-VT"t"13620"t2015t354t287t60t7t0t0t0t140t58t45t0t0t347t7t0
"Billingst MT"t"13740"t2015t325t301t23t1t0t0t0t122t45t28t0t0t0t325t0
"Birmingham-Hoovert AL"t"13820"t2015t365t203t156t6t0t0t0t147t71t48t0t12t111t239t3
"Bishopt CA"t"13860"t2015t365t203t141t12t6t0t3t1383t90t48t0t0t286t29t50
"Bismarckt ND"t"13900"t2015t365t313t45t6t1t0t0t155t60t37t0t7t284t72t2
"Blacksburg-Christiansburg-Radfordt VA"t"13980"t2015t357t324t33t0t0t0t0t93t50t39t0t0t357t0t0
"Bloomingtont IL"t"14010"t2015t363t324t39t0t0t0t0t90t51t37t0t0t325t38t0
"Bloomingtont IN"t"14020"t2015t352t275t75t2t0t0t0t115t59t39t0t0t140t212t0
"Boise Cityt ID"t"14260"t2015t365t268t80t13t4t0t0t166t68t43t0t27t183t128t27
"Boonet NC"t"14380"t2015t226t208t18t0t0t0t0t83t46t23t0t0t0t226t0
"Boston-Cambridge-Newtont MA-NH"t"14460"t2015t365t212t149t3t1t0t0t156t66t47t0t15t127t223t0
"Bouldert CO"t"14500"t2015t365t265t93t7t0t0t0t129t69t44t0t0t335t28t2
"Bowling Greent KY"t"14540"t2015t365t312t53t0t0t0t0t90t54t38t2t0t260t103t0
"Bozemant MT"t"14580"t2015t365t319t42t3t1t0t0t174t54t22t10t22t0t333t0
